;('LV4.101 Bus 1', 'L1');('LV4.101 Bus 10', 'L1');('LV4.101 Bus 11', 'L1');('LV4.101 Bus 12', 'L1');('LV4.101 Bus 13', 'L1');('LV4.101 Bus 14', 'L1');('LV4.101 Bus 15', 'L1');('LV4.101 Bus 16', 'L1');('LV4.101 Bus 17', 'L1');('LV4.101 Bus 18', 'L1');('LV4.101 Bus 19', 'L1');('LV4.101 Bus 2', 'L1');('LV4.101 Bus 20', 'L1');('LV4.101 Bus 21', 'L1');('LV4.101 Bus 22', 'L1');('LV4.101 Bus 23', 'L1');('LV4.101 Bus 24', 'L1');('LV4.101 Bus 25', 'L1');('LV4.101 Bus 26', 'L1');('LV4.101 Bus 28', 'L1');('LV4.101 Bus 29', 'L1');('LV4.101 Bus 3', 'L1');('LV4.101 Bus 30', 'L1');('LV4.101 Bus 31', 'L1');('LV4.101 Bus 32', 'L1');('LV4.101 Bus 33', 'L1');('LV4.101 Bus 34', 'L1');('LV4.101 Bus 35', 'L1');('LV4.101 Bus 36', 'L1');('LV4.101 Bus 37', 'L1');('LV4.101 Bus 38', 'L1');('LV4.101 Bus 39', 'L1');('LV4.101 Bus 4', 'L1');('LV4.101 Bus 40', 'L1');('LV4.101 Bus 41', 'L1');('LV4.101 Bus 42', 'L1');('LV4.101 Bus 43', 'L1');('LV4.101 Bus 44', 'L1');('LV4.101 Bus 5', 'L1');('LV4.101 Bus 6', 'L1');('LV4.101 Bus 7', 'L1');('LV4.101 Bus 8', 'L1');('LV4.101 Bus 9', 'L1');('MV1.101 Bus 52', 'L1');('metainfo', 'in the first', 'few indices')
2016-08-04 00:00:00;0.9999999999999999;0.9998437548688349;0.9999118269734988;1.0;1.0;1.0;1.0002285772923283;0.9999349952438822;0.9999643413828945;1.0;0.9998891076027288;0.9999929752914364;1.0;0.999964312525874;0.9999097422297063;0.9999141478838283;0.9999153753896061;1.0;0.999999436816771;0.9999543633472368;0.9999991433177126;0.9998589146191887;0.9999150150919808;1.0002127007856174;1.0002352314120744;0.9999849708771711;0.9998667975462973;0.9999925790292875;0.9994428559427532;0.9991246165861931;0.9989865260333644;0.9989311125834159;0.9999798248103371;0.9984771137885115;0.9982984836138914;0.9991687239858362;0.9995245383192785;1.0;1.0;0.9999849036014954;1.0;0.9999246857994613;0.9999957727942854;1.024999976158142;simulation#6345
2016-08-04 00:15:00;1.0;0.999862836084463;0.9999227299940423;1.0;1.0;1.0;1.0002237202171698;0.999955373982793;0.9999672149782529;0.9999999999999999;0.9999040753065771;0.9999931499984235;1.0;0.9999748262542552;0.9999408390712505;0.9999448439439044;0.9999455883057511;1.0;0.9999998200463202;0.9999595783459302;0.9999997377772969;0.9998766239104154;0.9999453812353559;1.0002084451792166;1.000229936092331;0.9999871774546779;0.9998841522086279;0.9999947660215082;0.999457877039142;0.9991539569395006;0.9990367372438077;0.9989958784818708;0.9999814914869444;0.9985634398994976;0.9983829249115956;0.9992379549517676;0.9995637643935582;1.0;1.0;0.9999861553837857;0.9999999999999999;0.9999335194529704;0.9999959475017615;1.024999976158142;comment data format: active and reactive powers in Watts
2016-08-04 00:30:00;0.9999999999999999;0.9998367246608314;0.9999076676261035;1.0;1.0;1.0;1.0002279482343723;0.9999232336232805;0.9999636629725736;0.9999999999999999;0.9998830374807788;0.9999931202684205;0.9999999999999999;0.9999583498662805;0.9998915289613013;0.9998960138906402;0.9998975303539227;1.0;0.999999219817451;0.9999524736208977;0.9999988065777595;0.9998521742155796;0.9998970791579839;1.0002119356304031;1.0002347792567055;0.9999839992938173;0.9998600088550434;0.9999913395398008;0.9994549007333253;0.999146547568847;0.9990047163982559;0.9989491329278737;0.9999794417143588;0.9985076757716445;0.9983399247496633;0.9991778857770428;0.9995299036872752;1.0;1.0;0.9999846174589145;1.0;0.9999214341044369;0.9999958193687618;1.024999976158142;step time in minutes: 15
2016-08-04 00:45:00;1.0;0.9998557945772064;0.9999150710049977;1.0;0.9999999999999999;1.0;1.000224229741273;0.9999221785283533;0.9999654439676287;1.0;0.9998925853462312;0.9999933558173673;1.0;0.9999588567941742;0.9998914011316081;0.9998943848111321;0.9998958541878792;1.0;0.9999995092158112;0.9999554918420334;0.9999992563621968;0.9998660403050027;0.9998954352446321;1.0002083417468197;1.0002310049772791;0.9999846631918995;0.9998729773311938;0.9999914479592646;0.9994989640692051;0.9992093343398928;0.9990843532365602;0.9990368350711173;0.9999816305500283;0.9986250754624324;0.9984618535503106;0.9992558357922021;0.9995736560652559;1.0;1.0;0.9999863834724735;1.0;0.9999269757808681;0.9999962843647573;1.024999976158142;start time of simulation: 2016-08-04 00:00:00+00:00
2016-08-04 01:00:00;1.0;0.9998497572975742;0.9999140882203212;1.0;1.0;1.0;1.0002196786034672;0.9999437296529851;0.999963765081004;1.0;0.9998927778648998;0.9999930765631307;1.0;0.9999690782695526;0.999924552351101;0.9999284107963924;0.9999293562455606;1.0;0.9999996235071975;0.9999549593173199;0.9999994331124491;0.9998630389433207;0.9999290827724816;1.0002045369923571;1.0002259426011186;0.9999854414379502;0.9998709950880099;0.9999935713832201;0.9996260444801613;0.9993827463680904;0.9992573908269855;0.9992021891287575;0.9999800644695175;0.9988620537183709;0.9987383540171594;0.9993617083443896;0.999633723031705;1.0;1.0;0.9999851449278844;1.0;0.9999259859512818;0.9999959492640409;1.024999976158142;end time of simulation: 2016-08-18 00:00:00+00:00
2016-08-04 01:15:00;1.0;0.9998800901878495;0.9999329019096465;1.0;1.0;1.0;1.0002175431832998;0.9999540419680033;0.999972687005241;1.0;0.9999159326980298;0.9999929627317506;0.9999999999999999;0.9999744126948995;0.9999364867392824;0.9999401227666069;0.999940991007615;1.0;0.9999996702371536;0.999965296694911;0.9999994994127284;0.9998925754701808;0.9999407407336274;1.0002025761379187;1.000223715523736;0.9999887139392896;0.9998987859228277;0.9999946820625994;0.9996495828214507;0.9994163289017014;0.9992905163461784;0.9992340740650892;0.9999843125391049;0.9989054029816847;0.9987905010000174;0.9993840443308399;0.9996461655416846;0.9999999999999999;1.0;0.9999882353402934;1.0;0.9999427123699494;0.9999959509419216;1.024999976158142;"[""terminal(s) with malfunction: ['LV4.101 Bus 10']"", 'type of malfunction: EVSE without P(U) control']"
2016-08-04 01:30:00;1.0;0.9998957060478064;0.9999422791042331;1.0;1.0;1.0;1.0002144580451933;0.9999469512134707;0.9999786200375795;0.9999999999999999;0.9999261456050941;0.9999933427599835;1.0;0.9999711213027753;0.9999228515936027;0.9999260991739168;0.9999272418846984;1.0;0.9999993303642373;0.9999708483281798;0.9999989579707479;0.9999068936448093;0.9999268953937218;1.0001994951598139;1.0002207899479945;0.9999899969880495;0.9999115705690215;0.9999940019372003;0.9996935886656024;0.9994809636655829;0.9993494137547232;0.9992890202906985;0.9999873461684183;0.9989973019951051;0.9989038078797479;0.9994084081103768;0.9996601658670772;1.0;1.0;0.999990470973433;0.9999999999999999;0.9999514814323737;0.9999962154616584;1.024999976158142;terminals with PVs: ['LV4.101 Bus 7', 'LV4.101 Bus 13', 'LV4.101 Bus 14', 'LV4.101 Bus 20', 'LV4.101 Bus 5', 'LV4.101 Bus 1', 'LV4.101 Bus 12', 'LV4.101 Bus 18', 'LV4.101 Bus 25', 'LV4.101 Bus 44']
2016-08-04 01:45:00;0.9999999999999999;0.9998910847373438;0.9999396355581465;1.0;1.0;1.0;1.000212879280894;0.9999385932149255;0.9999780533791349;1.0;0.9999226297903;0.9999931469014084;1.0;0.9999666912439243;0.9999096669196399;0.9999132516802512;0.9999146408794761;0.9999999999999999;0.9999994814558959;0.9999695927597776;0.999999197592733;0.9999034278161573;0.9999142402220803;1.0001978750147646;1.000219259250425;0.99998928780334;0.9999082591057995;0.9999930821669545;0.9997771389832874;0.9996042291193658;0.9994712567542493;0.9994100394582373;0.9999867818180035;0.999205551368461;0.9991467899052722;0.999468602760645;0.9996941997997703;1.0;1.0;0.9999900219068386;1.0;0.9999494319184445;0.9999960464027065;1.024999976158142;terminals with EVSE: ['LV4.101 Bus 17', 'LV4.101 Bus 10', 'LV4.101 Bus 6', 'LV4.101 Bus 4', 'LV4.101 Bus 41', 'LV4.101 Bus 23', 'LV4.101 Bus 8', 'LV4.101 Bus 15', 'LV4.101 Bus 36', 'LV4.101 Bus 31']
2016-08-04 02:00:00;1.0;0.9999028615719396;0.9999473684968477;0.9999999999999999;1.0;1.0;1.0002080316694553;0.9999632841309105;0.9999797417657744;0.9999999999999999;0.9999334675244526;0.9999932398104355;1.0;0.9999792396370886;0.9999476240325593;0.9999509957198851;0.9999517540752361;1.0;0.9999994862679222;0.9999733622742509;0.9999991988833807;0.9999144832330163;0.9999515192632101;1.0001937729600074;1.0002139331662738;0.9999913565287631;0.9999192534068464;0.9999956889597925;0.9998258822851697;0.9996792318078443;0.9995664914062199;0.9995175782162679;0.999987738916422;0.9993338780829423;0.9992839030519926;0.9995781625882993;0.9997562179523724;1.0;1.0;0.9999907385899658;1.0;0.9999556397065487;0.9999961393120029;1.024999976158142;
2016-08-04 02:15:00;1.0;0.999905940374962;0.9999488789719458;1.0;0.9999999999999999;1.0;1.0002110750901676;0.9999578464435492;0.99998081999837;0.9999999999999999;0.9999351280250772;0.9999934162002926;1.0;0.9999764932374093;0.9999386318421694;0.9999420258264696;0.9999429641136138;1.0;0.9999996268608001;0.9999742247213204;0.9999994228042772;0.9999176340756466;0.9999426918799567;1.0001964772714815;1.0002171396802733;0.9999913380303287;0.9999221423233939;0.9999951187226339;0.999799581781664;0.9996380823687739;0.9995019104974995;0.9994387980875024;0.9999882074171054;0.9992449369978883;0.9991980071787427;0.9994875410522086;0.9997051023770205;1.0;0.9999999999999999;0.9999910735480828;1.0;0.9999570959703439;0.9999962137043752;1.024999976158142;
