;('LV4.101 Bus 1', 'L1');('LV4.101 Bus 10', 'L1');('LV4.101 Bus 11', 'L1');('LV4.101 Bus 12', 'L1');('LV4.101 Bus 13', 'L1');('LV4.101 Bus 14', 'L1');('LV4.101 Bus 15', 'L1');('LV4.101 Bus 16', 'L1');('LV4.101 Bus 17', 'L1');('LV4.101 Bus 18', 'L1');('LV4.101 Bus 19', 'L1');('LV4.101 Bus 2', 'L1');('LV4.101 Bus 20', 'L1');('LV4.101 Bus 21', 'L1');('LV4.101 Bus 22', 'L1');('LV4.101 Bus 23', 'L1');('LV4.101 Bus 24', 'L1');('LV4.101 Bus 25', 'L1');('LV4.101 Bus 26', 'L1');('LV4.101 Bus 28', 'L1');('LV4.101 Bus 29', 'L1');('LV4.101 Bus 3', 'L1');('LV4.101 Bus 30', 'L1');('LV4.101 Bus 31', 'L1');('LV4.101 Bus 32', 'L1');('LV4.101 Bus 33', 'L1');('LV4.101 Bus 34', 'L1');('LV4.101 Bus 35', 'L1');('LV4.101 Bus 36', 'L1');('LV4.101 Bus 37', 'L1');('LV4.101 Bus 38', 'L1');('LV4.101 Bus 39', 'L1');('LV4.101 Bus 4', 'L1');('LV4.101 Bus 40', 'L1');('LV4.101 Bus 41', 'L1');('LV4.101 Bus 42', 'L1');('LV4.101 Bus 43', 'L1');('LV4.101 Bus 44', 'L1');('LV4.101 Bus 5', 'L1');('LV4.101 Bus 6', 'L1');('LV4.101 Bus 7', 'L1');('LV4.101 Bus 8', 'L1');('LV4.101 Bus 9', 'L1');('MV1.101 Bus 52', 'L1');('metainfo', 'in the first', 'few indices')
2016-09-09 00:00:00;1.0004552618953106;1.0;0.999996928480852;1.000679979424983;0.9998554028347441;1.0008507289133746;1.0023191225675134;1.0004929780933716;0.9998960282669521;1.0015394422058368;0.9999974217853249;0.9999922293800904;0.9999999999999999;1.000783494133506;1.0;1.000188686396632;1.0002150549479956;0.999852305348714;1.0018152834841254;0.9999767767819743;1.0001841832851286;0.9999958694027719;1.0002079050825166;1.0021608790022214;1.0023833941418125;1.0;1.0;1.0010220890421906;1.0;0.9997435378488718;0.9996924383783049;0.999680656511165;0.9998687172782472;0.9991926532411549;0.9990093244691373;1.0;1.0;0.9999912732606052;1.0023058498878439;0.9998643106279702;0.9999999999999999;1.0;0.9999951714355816;1.024999976158142;simulation#7416
2016-09-09 00:15:00;1.000452507726136;1.0;0.9999981758944159;1.0006726728582591;0.9998800135353224;1.0008410611235665;1.0022862767659617;1.0004845454622529;0.9999119041280269;1.0015225277768656;0.9999968239822822;0.9999936615229864;0.9999999999999999;1.000775617553358;1.0;1.0001818415960813;1.0002077239734055;0.9998773220133527;1.001793341446346;0.9999803243686854;1.0001836708226381;0.9999953072645072;1.0002007304144611;1.002129941297769;1.0023498400300421;1.0;1.0;1.0010108335141714;1.0;0.9997497504406928;0.9997037772339308;0.9996962034071255;0.9998925809087109;0.9992390461566881;0.9990575237128719;1.0;1.0;0.9999920672329303;1.0022740394365892;0.9998888184789576;1.0;0.9999999999999999;0.9999966497352455;1.024999976158142;comment data format: active and reactive powers in Watts
2016-09-09 00:30:00;1.0004380895219087;1.0;0.9999982501208254;1.000650150329149;0.9999040444311318;1.000812246391939;1.002194857587297;1.0004707548333274;0.9999286294196161;1.0014653028063156;0.9999970816702972;0.99999391843485;1.0;1.000749531513389;1.0;1.0001786117992868;1.0002038697490125;0.9999023809945802;1.0017249411527194;0.9999840633325863;1.000179280992913;0.9999960997988863;1.0001971124784415;1.0020448346833764;1.0022556420258506;1.0;1.0;1.0009749216599972;1.0;0.9997840588194323;0.999740948839983;0.9997348715329648;0.9999132877884819;0.9993367700353164;0.9991822825557525;1.0;1.0;0.9999920672329302;1.0021833526493849;0.9999104511671167;0.9999999999999999;1.0;0.9999967620927058;1.024999976158142;step time in minutes: 15
2016-09-09 00:45:00;1.0004372941969786;1.0;0.9999991605807161;1.0006481069939388;0.9999385609993774;1.0008085088805447;1.002156748460572;1.0004746656571304;0.9999555470165885;1.0014463785091487;0.9999984653202539;0.9999945643390872;1.0;1.0007478507252967;1.0;1.0001830402410443;1.0002085596802976;0.9999368836140227;1.0016993068065216;0.9999900760983527;1.0001789212871386;0.9999977381047835;1.0002017326667973;1.0020095773537332;1.00221628759787;1.0;1.0;1.000967503723254;1.0;0.9998081124355457;0.9997638503602593;0.9997572195308233;0.9999454407995465;0.9993907360960548;0.9992575568496023;0.9999999999999999;1.0;0.9999912732606054;1.0021461043155702;0.9999434100504702;1.0;1.0;0.9999973328008879;1.024999976158142;start time of simulation: 2016-09-09 00:00:00+00:00
2016-09-09 01:00:00;1.0004257702745343;1.0;0.999998759193467;1.0006313560493394;0.9999328836023957;1.0007884515421004;1.0021128798202794;1.0004600820838538;0.999951335575744;1.0014146598404385;0.9999974806865327;0.9999938336883633;1.0;1.000728438519847;1.0;1.0001746520938712;1.000199329093214;0.9999311357593561;1.0016631230711883;0.9999891354105673;1.0001740315756584;0.9999975467545557;1.0001927186515405;1.001968512283402;1.0021713965629286;1.0;1.0;1.000944458161545;1.0;0.999841797282903;0.9997968312210942;0.9997886589424136;0.9999402150425623;0.9994647940682423;0.9993605988731709;1.0;1.0;0.9999920672329303;1.0021022560693873;0.9999380291551858;0.9999999999999999;1.0;0.9999969471039295;1.024999976158142;end time of simulation: 2016-09-23 00:00:00+00:00
2016-09-09 01:15:00;1.000426238556974;0.9999999999999999;0.9999994065401762;1.0006314739226054;0.9999417634123042;1.0007872390116066;1.0020960403139108;1.000463522721802;0.9999575399640515;1.0014067350631952;0.9999990926585385;0.9999944281687821;0.9999999999999999;1.00072864624762;0.9999999999999999;1.000180478719934;1.0002054412425856;0.9999402667967326;1.001652303879835;0.9999905222987118;1.000174614405539;0.9999977472371476;1.000198773330878;1.0019531611947439;1.0021537605978108;1.0;0.9999999999999999;1.0009417130762859;1.0;0.9998369220812865;0.9997979328326096;0.9997923726171085;0.9999482109117221;0.9994791309402216;0.9993668753032863;1.0;1.0;0.9999908604325449;1.0020857621454236;0.9999463163557052;1.0;0.9999999999999999;0.9999973008735753;1.024999976158142;"[""terminal(s) with malfunction: ['LV4.101 Bus 40']"", 'type of malfunction: EVSE without P(U) control']"
2016-09-09 01:30:00;1.000421664481614;1.0;0.999998456312336;1.0006257567642536;0.9999399317207119;1.000781831702556;1.0020919679643012;1.0004570912561541;0.9999575404725471;1.0014006794054244;0.9999971965308095;0.9999941474945183;1.0;1.0007220357077558;1.0;1.0001730026132851;1.0001975066799933;0.9999381547856101;1.0016466043448042;0.9999905213793251;1.0001722759107303;0.9999983064917904;1.00019093966681;1.0019489994300919;1.0021499434924601;1.0;1.0;1.0009358992538662;1.0;0.9998483199308098;0.9998087911198226;0.999802778627574;0.9999464015200732;0.9995037593460162;0.9994015261864566;1.0;1.0;0.9999912732606052;1.0020813953726193;0.9999443908023143;1.0;1.0;0.999996964352813;1.024999976158142;terminals with PVs: ['LV4.101 Bus 8', 'LV4.101 Bus 34', 'LV4.101 Bus 20', 'LV4.101 Bus 7', 'LV4.101 Bus 42', 'LV4.101 Bus 10', 'LV4.101 Bus 36', 'LV4.101 Bus 22', 'LV4.101 Bus 43', 'LV4.101 Bus 33']
2016-09-09 01:45:00;1.0004082743699452;1.0;0.9999982374171256;1.0006063935748764;0.9999418759429617;1.000758354611796;1.002032334741476;1.000442196717515;0.9999598594781068;1.0013595441837835;0.9999966010260084;0.9999941997733025;1.0;1.0006998444508148;1.0;1.0001651304880148;1.000188770564442;0.9999398354902796;1.001598558275154;0.9999910397079974;1.0001663031989811;0.9999986820579146;1.0001824122416032;1.001893325084356;1.0020888318895569;1.0;1.0;1.0009079450717673;1.0;0.9999007667080957;0.9998575861638592;0.9998496213889598;0.9999484386693953;0.9996150077283286;0.9995597569546095;1.0;1.0;0.9999912732606052;1.0020219726164397;0.9999463916591942;0.9999999999999999;1.0;0.9999969682340937;1.024999976158142;terminals with EVSE: ['LV4.101 Bus 8', 'LV4.101 Bus 34', 'LV4.101 Bus 2', 'LV4.101 Bus 33', 'LV4.101 Bus 17', 'LV4.101 Bus 40', 'LV4.101 Bus 18', 'LV4.101 Bus 23', 'LV4.101 Bus 5', 'LV4.101 Bus 14']
2016-09-09 02:00:00;1.0004081031418766;1.0;0.9999992056821401;1.0006049650684132;0.9999550437131414;1.000754950916458;1.002007090319513;1.0004442746889604;0.999968848658584;1.0013472301303472;0.9999983314121971;0.9999946028665042;0.9999999999999999;1.0006983896636041;1.0;1.0001703223927805;1.0001941758992487;0.9999532958313668;1.0015820210272424;0.9999930477148071;1.0001666864397942;0.999998759232507;1.0001877819631095;1.0018701295531522;1.002062563051577;1.0;0.9999999999999999;1.0009025323911867;1.0;0.9999084599470345;0.99987031926153;0.9998671646817796;0.9999606764007001;0.9996675770737327;0.9996155156999211;1.0;1.0;0.9999908604325449;1.001997306642032;0.9999590200406164;1.0;1.0;0.9999974003739065;1.024999976158142;
2016-09-09 02:15:00;1.0004086850361087;1.0;0.9999991635248009;1.0006061691360857;0.999957998789004;1.0007565609467188;1.0020089040719085;1.0004460101787398;0.9999717978342582;1.0013485542901819;0.9999983895776378;0.9999939096316528;1.0;1.000699908871474;1.0;1.000171020284854;1.0001949542551918;0.9999560824518934;1.0015833435426649;0.9999937064151171;1.0001666530497741;0.9999991583785455;1.0001885273484512;1.001871841916128;1.002064444251908;1.0;1.0;1.0009040424265199;1.0;0.99990400840655;0.9998643062868382;0.9998607936967203;0.9999634943041089;0.9996512293914085;0.9995964419720212;1.0;1.0;0.999990860432545;1.0019991072670287;0.9999618579025611;1.0;1.0;0.9999970520929514;1.024999976158142;
